lead_id,lead_date,mapped_dealer_id,lead_type,stage,estimated_value,competitor_seen,note
ASPLEAD0001779,2026-01-13,ASPDLR000933,Villa,new,1295001.29,Indigo,dealer asked extra margin
ASPLEAD0001780,2026-01-21,ASPDLR000928,Waterproofing,won,103404.00,Nerolac,price high
ASPLEAD0001781,02/20/2025,ASPDLR000525,Waterproofing,stalled,564075.98,Local,payment risk
ASPLEAD0001782,2025-04-13,ASPDLR000840,Beautiful Homes,site visit,1950557.78,None,contractor controls decision
ASPLEAD0001783,2025-01-17,ASPDLR000219,Builder project,site visit,927233.65,Nerolac,payment risk
ASPLEAD0001784,29/08/2025,ASPDLR000135,Apartment repaint,new,120007.49,Nerolac,dealer asked extra margin
ASPLEAD0001785,2025-07-04,ASPDLR000135,Beautiful Homes,stalled,906839.01,unknown,contractor controls decision
ASPLEAD0001786,10/21/2025,ASPDLR000134,Beautiful Homes,site visit,972209.38,Indigo,price high
ASPLEAD0001787,2025-02-18,ASPDLR000581,Commercial,quoted,2746086.13,Berger,price high
ASPLEAD0001788,2025-03-12,ASPDLR000244,Waterproofing,stalled,2840141.00,unknown,
ASPLEAD0001789,03/31/2026,ASPDLR000981,Apartment repaint,won,756388.12,JSW,price high
ASPLEAD0001790,2024-08-29,ASPDLR000758,Waterproofing,stalled,291475.30,Nerolac,contractor controls decision
ASPLEAD0001791,2024-10-23,ASPDLR000209,Apartment repaint,lost,2593265.66,JSW,
ASPLEAD0001792,2024-05-25,ASPDLR000561,Builder project,site visit,356195.33,None,contractor controls decision
ASPLEAD0001793,2025-03-19,ASPDLR000619,Builder project,quoted,1717650.27,Berger,price high
ASPLEAD0001794,2024-10-14,ASPDLR000087,Builder project,site visit,2279625.21,Indigo,contractor controls decision
ASPLEAD0001795,2025-08-13,ASPDLR000939,Beautiful Homes,won,2149677.51,Local,dealer asked extra margin
ASPLEAD0001796,2024-10-31,ASPDLR000465,Beautiful Homes,new,1223761.39,Indigo,dealer asked extra margin
ASPLEAD0001797,2025-05-17,ASPDLR000768,Beautiful Homes,site visit,1699928.66,Indigo,
ASPLEAD0001798,2025-11-18,ASPDLR000854,Apartment repaint,new,1398249.60,Nerolac,
ASPLEAD0001799,2025-09-20,ASPDLR000644,Builder project,won,2967278.96,Local,contractor controls decision
ASPLEAD0001800,2024-12-18,ASPDLR000174,Waterproofing,site visit,2659712.36,JSW,dealer asked extra margin
ASPLEAD0001801,2025-06-30,ASPDLR000424,Beautiful Homes,won,680145.22,Local,payment risk
ASPLEAD0001802,2024-12-21,ASPDLR000114,Beautiful Homes,new,2793098.70,Local,contractor controls decision
ASPLEAD0001803,2025-04-05,ASPDLR000812,Beautiful Homes,won,1093612.18,Local,payment risk
ASPLEAD0001804,2026-02-12,ASPDLR000128,Commercial,site visit,33016.92,Berger,contractor controls decision
ASPLEAD0001805,2025-04-21,ASPDLR000973,Apartment repaint,quoted,586494.13,Local,price high
ASPLEAD0001806,01-Aug-25,ASPDLR000990,Builder project,lost,405774.22,Nerolac,dealer asked extra margin
ASPLEAD0001807,2025-01-16,ASPDLR000070,Villa,quoted,2990660.25,Berger,
ASPLEAD0001808,2025-07-08,ASPDLR000298,Apartment repaint,site visit,1380749.03,Local,contractor controls decision
ASPLEAD0001809,2026-01-09,ASPDLR000843,Villa,new,2027394.54,None,
ASPLEAD0001810,2025-07-25,ASPDLR000278,Waterproofing,won,797871.81,Nerolac,
ASPLEAD0001811,05-Oct-25,ASPDLR000732,Builder project,stalled,1921084.61,Local,contractor controls decision
ASPLEAD0001812,2025-12-26,ASPDLR000972,Beautiful Homes,new,1931456.23,Local,contractor controls decision
ASPLEAD0001813,2025-10-26,ASPDLR000416,Villa,stalled,587533.05,Berger,dealer asked extra margin
ASPLEAD0001814,2024-09-26,ASPDLR000264,Builder project,lost,2182106.32,JSW,price high
ASPLEAD0001815,2025-09-11,ASPDLR000533,Apartment repaint,site visit,2739863.67,Berger,dealer asked extra margin
ASPLEAD0001816,2024-11-17,ASPDLR000299,Waterproofing,stalled,1743494.21,Nerolac,contractor controls decision
ASPLEAD0001817,2024-12-21,ASPDLR000134,Commercial,won,806490.31,Nerolac,dealer asked extra margin
ASPLEAD0001818,2025-04-24,ASPDLR000858,Builder project,won,527849.74,Nerolac,dealer asked extra margin
ASPLEAD0001819,11/14/2025,ASPDLR000379,Waterproofing,stalled,1153440.16,Nerolac,payment risk
ASPLEAD0001820,2024-05-14,ASPDLR000517,Villa,quoted,2436377.04,Indigo,price high
ASPLEAD0001821,2026-01-21,ASPDLR000611,Beautiful Homes,quoted,2451270.14,None,price high
ASPLEAD0001822,2024-12-28,ASPDLR000364,Apartment repaint,stalled,1521879.50,None,price high
ASPLEAD0001823,2025-10-24,ASPDLR000789,Apartment repaint,stalled,1529369.37,Berger,contractor controls decision
ASPLEAD0001824,2026-03-12,ASPDLR000067,Commercial,new,2088107.43,Local,price high
ASPLEAD0001825,2025-11-13,ASPDLR000403,Waterproofing,won,2648997.47,Local,contractor controls decision
ASPLEAD0001826,2024-04-09,ASPDLR000580,Apartment repaint,site visit,2996569.13,Nerolac,
ASPLEAD0001827,2025-10-19,ASPDLR000447,Waterproofing,new,1597212.40,unknown,price high
ASPLEAD0001828,2024-12-27,ASPDLR000089,Apartment repaint,new,2111441.89,Nerolac,contractor controls decision
ASPLEAD0001829,25/12/2024,ASPDLR000929,Commercial,new,980803.58,Berger,payment risk
ASPLEAD0001830,2025-04-04,ASPDLR000347,Apartment repaint,lost,2349652.32,None,price high
ASPLEAD0001831,2026-03-28,ASPDLR000803,Apartment repaint,lost,2370336.58,JSW,price high
ASPLEAD0001832,26/03/2025,ASPDLR000347,Apartment repaint,lost,2219618.30,Local,price high
ASPLEAD0001833,2026-02-18,ASPDLR000739,Builder project,won,2529118.79,unknown,payment risk
ASPLEAD0001834,2024-10-09,ASPDLR000062,Commercial,won,642842.58,unknown,dealer asked extra margin
ASPLEAD0001835,2024-06-10,ASPDLR000095,Waterproofing,lost,1241454.50,None,payment risk
ASPLEAD0001836,2025-03-09,ASPDLR000637,Builder project,won,1914981.43,None,contractor controls decision
ASPLEAD0001837,07-Aug-25,ASPDLR000520,Beautiful Homes,won,832671.22,JSW,dealer asked extra margin
ASPLEAD0001838,2025-06-30,ASPDLR000608,Beautiful Homes,site visit,937665.55,Local,
ASPLEAD0001839,2026-03-14,ASPDLR000922,Builder project,quoted,381325.69,Indigo,dealer asked extra margin
ASPLEAD0001840,2024-04-25,ASPDLR000839,Beautiful Homes,stalled,2976020.48,Nerolac,
ASPLEAD0001841,03/18/2025,ASPDLR000879,Commercial,new,2143993.37,None,
ASPLEAD0001842,2024-07-24,ASPDLR000925,Villa,stalled,2849073.28,unknown,
ASPLEAD0001843,2024-10-19,ASPDLR000619,Apartment repaint,stalled,2673237.52,Nerolac,payment risk
ASPLEAD0001844,2024-04-20,ASPDLR000542,Commercial,stalled,893048.40,JSW,price high
ASPLEAD0001845,2025-08-19,ASPDLR000042,Apartment repaint,won,1604545.41,Indigo,price high
ASPLEAD0001846,2024-08-04,ASPDLR000471,Beautiful Homes,won,702001.45,unknown,
ASPLEAD0001847,2024-07-10,ASPDLR000272,Waterproofing,lost,1712132.41,Indigo,payment risk
ASPLEAD0001848,08/10/2025,ASPDLR000457,Villa,lost,2579245.14,Local,dealer asked extra margin
ASPLEAD0001849,18/11/2024,ASPDLR000020,Villa,won,79822.64,unknown,payment risk
ASPLEAD0001850,2025-10-11,ASPDLR000090,Waterproofing,lost,1291104.31,Indigo,dealer asked extra margin
ASPLEAD0001851,01/11/2025,ASPDLR000315,Builder project,new,1978447.87,Local,
ASPLEAD0001852,2024-10-26,ASPDLR000824,Beautiful Homes,won,2680593.97,Indigo,payment risk
ASPLEAD0001853,2026-01-19,ASPDLR000793,Commercial,stalled,1847605.08,JSW,contractor controls decision
ASPLEAD0001854,2026-02-11,ASPDLR000557,Beautiful Homes,new,839751.78,None,price high
ASPLEAD0001855,2024-09-05,ASPDLR000506,Beautiful Homes,lost,2379918.33,Indigo,
ASPLEAD0001856,2025-12-25,ASPDLR000465,Commercial,won,752895.56,Berger,price high
ASPLEAD0001857,2024-06-14,ASPDLR000842,Villa,lost,1887246.16,Berger,contractor controls decision
ASPLEAD0001858,17/04/2025,ASPDLR000482,Apartment repaint,stalled,1615700.81,unknown,price high
ASPLEAD0001859,10/09/2025,ASPDLR000526,Beautiful Homes,quoted,2044071.74,Berger,payment risk
ASPLEAD0001860,18/08/2024,ASPDLR000580,Villa,new,1415944.78,unknown,payment risk
ASPLEAD0001861,2024-07-15,ASPDLR000218,Villa,site visit,676979.16,Indigo,payment risk
ASPLEAD0001862,2025-08-02,ASPDLR000028,Waterproofing,quoted,2266224.47,Nerolac,dealer asked extra margin
ASPLEAD0001863,2024-08-22,ASPDLR000691,Apartment repaint,won,536172.28,Berger,payment risk
ASPLEAD0001864,2025-08-27,ASPDLR000196,Villa,lost,263709.77,Indigo,payment risk
ASPLEAD0001865,2024-05-08,ASPDLR000662,Villa,stalled,535584.18,Nerolac,contractor controls decision
ASPLEAD0001866,2025-02-10,ASPDLR000944,Apartment repaint,site visit,2372443.69,None,dealer asked extra margin
ASPLEAD0001867,2024-12-06,ASPDLR000889,Villa,won,2639813.44,JSW,
ASPLEAD0001868,2025-09-18,ASPDLR000628,Apartment repaint,new,1169879.38,JSW,dealer asked extra margin
ASPLEAD0001869,2025-10-09,ASPDLR000585,Waterproofing,won,1957200.26,JSW,contractor controls decision
ASPLEAD0001870,2025-06-23,ASPDLR000870,Builder project,site visit,199314.59,JSW,payment risk
ASPLEAD0001871,2024-09-17,ASPDLR000450,Commercial,lost,2179031.05,Local,contractor controls decision
ASPLEAD0001872,15/10/2024,ASPDLR000341,Apartment repaint,won,1922379.76,JSW,dealer asked extra margin
ASPLEAD0001873,2024-09-15,ASPDLR000704,Villa,new,2892428.87,JSW,dealer asked extra margin
ASPLEAD0001874,2024-10-18,ASPDLR000674,Builder project,site visit,30161.59,Nerolac,price high
ASPLEAD0001875,2024-08-31,ASPDLR000654,Apartment repaint,lost,1192075.99,Indigo,contractor controls decision
ASPLEAD0001876,2024-05-26,ASPDLR000639,Builder project,lost,2348311.31,None,contractor controls decision
ASPLEAD0001877,2024-08-21,ASPDLR000018,Beautiful Homes,lost,2461362.35,unknown,dealer asked extra margin
ASPLEAD0001878,2025-09-23,ASPDLR000878,Waterproofing,new,1090658.18,Berger,payment risk
ASPLEAD0001879,2025-06-02,ASPDLR000254,Waterproofing,won,2331860.73,Local,dealer asked extra margin
ASPLEAD0001880,22-Apr-24,ASPDLR000294,Builder project,quoted,961522.87,Berger,dealer asked extra margin
ASPLEAD0001881,2024-07-28,ASPDLR000061,Beautiful Homes,lost,610965.53,unknown,dealer asked extra margin
ASPLEAD0001882,2024-08-13,ASPDLR000481,Commercial,stalled,1148643.44,Berger,
ASPLEAD0001883,2024-09-26,ASPDLR000948,Builder project,lost,992927.00,Nerolac,price high
ASPLEAD0001884,02/26/2025,ASPDLR000342,Villa,site visit,2170984.37,Nerolac,payment risk
ASPLEAD0001885,2025-08-17,ASPDLR000275,Waterproofing,new,594376.97,Nerolac,dealer asked extra margin
ASPLEAD0001886,2024-07-28,ASPDLR000728,Commercial,new,2482640.36,Berger,contractor controls decision
ASPLEAD0001887,2025-04-27,ASPDLR000809,Commercial,quoted,42094.76,Nerolac,dealer asked extra margin
ASPLEAD0001888,2025-05-30,ASPDLR000155,Apartment repaint,new,1093472.03,Local,contractor controls decision
ASPLEAD0001889,2024-07-31,ASPDLR000079,Villa,stalled,694155.28,None,
ASPLEAD0001890,2025-04-13,ASPDLR000965,Villa,won,2676970.17,unknown,
ASPLEAD0001891,2025-05-20,ASPDLR000128,Villa,stalled,2985952.09,Nerolac,price high
ASPLEAD0001892,2025-02-18,ASPDLR000746,Villa,site visit,2329111.77,Nerolac,payment risk
ASPLEAD0001893,27/05/2024,ASPDLR000171,Builder project,lost,2677901.73,JSW,payment risk
ASPLEAD0001894,2025-08-26,ASPDLR000066,Apartment repaint,quoted,704437.95,None,payment risk
ASPLEAD0001895,04/06/2025,ASPDLR000681,Waterproofing,won,1578211.55,Nerolac,contractor controls decision
ASPLEAD0001896,2025-05-02,ASPDLR000879,Apartment repaint,won,1729742.71,Nerolac,dealer asked extra margin
ASPLEAD0001897,2025-08-15,ASPDLR000568,Apartment repaint,lost,1086037.13,Local,
ASPLEAD0001898,2024-08-27,ASPDLR000142,Villa,new,1965894.77,Local,contractor controls decision
ASPLEAD0001899,15/05/2025,ASPDLR000622,Builder project,won,2378308.50,Nerolac,payment risk
ASPLEAD0001900,2026-02-28,ASPDLR000587,Commercial,lost,2640341.78,unknown,contractor controls decision
ASPLEAD0001901,04/23/2024,ASPDLR000384,Villa,site visit,363132.84,JSW,payment risk
ASPLEAD0001902,2024-12-24,ASPDLR000830,Beautiful Homes,site visit,250043.71,Berger,contractor controls decision
ASPLEAD0001903,2024-06-22,ASPDLR000259,Beautiful Homes,new,25991.87,JSW,price high
ASPLEAD0001904,2024-09-14,ASPDLR000910,Beautiful Homes,new,2290212.19,Local,price high
ASPLEAD0001905,20/08/2025,ASPDLR000113,Builder project,new,1143310.41,Local,dealer asked extra margin
ASPLEAD0001906,08/06/2024,ASPDLR000653,Builder project,quoted,893050.64,Local,payment risk
ASPLEAD0001907,16-Mar-26,ASPDLR000758,Commercial,quoted,679746.83,Nerolac,contractor controls decision
ASPLEAD0001908,2025-01-16,ASPDLR000716,Commercial,new,1252043.94,Local,price high
ASPLEAD0001909,28/08/2025,ASPDLR000911,Builder project,lost,2814928.70,None,dealer asked extra margin
ASPLEAD0001910,2025-05-25,ASPDLR000290,Apartment repaint,lost,400631.02,JSW,contractor controls decision
ASPLEAD0001911,2025-10-27,ASPDLR000041,Builder project,new,2569615.16,Indigo,contractor controls decision
ASPLEAD0001912,2024-05-11,ASPDLR000664,Waterproofing,new,514791.84,unknown,price high
ASPLEAD0001913,2025-04-04,ASPDLR000270,Apartment repaint,lost,2910126.29,Berger,dealer asked extra margin
ASPLEAD0001914,25/05/2025,ASPDLR000502,Beautiful Homes,lost,1585561.93,Nerolac,payment risk
ASPLEAD0001915,2025-10-31,ASPDLR000967,Builder project,new,1938034.52,Local,contractor controls decision
ASPLEAD0001916,2026-01-18,ASPDLR000095,Beautiful Homes,won,349089.06,JSW,payment risk
ASPLEAD0001917,2025-06-04,ASPDLR000803,Waterproofing,stalled,959777.36,unknown,payment risk
ASPLEAD0001918,2024-11-02,ASPDLR000516,Apartment repaint,won,2700060.67,Berger,contractor controls decision
ASPLEAD0001919,2025-12-08,ASPDLR000208,Apartment repaint,won,2384415.07,Indigo,contractor controls decision
ASPLEAD0001920,2025-02-26,ASPDLR000374,Villa,lost,2164910.94,unknown,contractor controls decision
ASPLEAD0001921,2024-12-21,ASPDLR000928,Apartment repaint,stalled,1059452.01,Berger,
ASPLEAD0001922,02-Oct-24,ASPDLR000114,Waterproofing,site visit,1614527.33,Berger,payment risk
ASPLEAD0001923,2026-01-05,ASPDLR000632,Beautiful Homes,new,1388267.14,None,
ASPLEAD0001924,2026-03-08,ASPDLR000126,Apartment repaint,new,2059311.75,Berger,payment risk
ASPLEAD0001925,2025-03-07,ASPDLR000549,Waterproofing,new,1321775.94,None,contractor controls decision
ASPLEAD0001926,31/10/2024,ASPDLR000525,Apartment repaint,stalled,1815766.97,Local,dealer asked extra margin
ASPLEAD0001927,2025-01-09,ASPDLR000034,Apartment repaint,quoted,918428.98,Indigo,dealer asked extra margin
ASPLEAD0001928,2026-02-24,ASPDLR000511,Apartment repaint,new,1509401.00,Berger,
ASPLEAD0001929,2025-12-12,ASPDLR000292,Beautiful Homes,site visit,391119.27,Local,payment risk
ASPLEAD0001930,2025-04-11,ASPDLR000726,Villa,quoted,1647583.84,unknown,payment risk
ASPLEAD0001931,13-Nov-24,ASPDLR000812,Commercial,lost,1673182.20,Local,dealer asked extra margin
ASPLEAD0001932,21/01/2026,ASPDLR000482,Waterproofing,stalled,2976469.22,Indigo,payment risk
ASPLEAD0001933,2024-10-30,ASPDLR000543,Apartment repaint,won,2900139.70,Indigo,dealer asked extra margin
ASPLEAD0001934,2024-11-14,ASPDLR000549,Builder project,quoted,2969925.70,Berger,price high
ASPLEAD0001935,2025-12-04,ASPDLR000616,Villa,new,2983826.51,Indigo,dealer asked extra margin
ASPLEAD0001936,09/06/2024,ASPDLR000985,Commercial,won,1927933.00,None,payment risk
ASPLEAD0001937,2025-01-22,ASPDLR000412,Builder project,site visit,1300524.46,Nerolac,price high
ASPLEAD0001938,2025-03-29,ASPDLR000416,Beautiful Homes,site visit,1487677.42,Local,contractor controls decision
ASPLEAD0001939,06-Sep-25,ASPDLR000343,Builder project,stalled,1583406.61,None,price high
ASPLEAD0001940,12/12/2024,ASPDLR000632,Villa,quoted,1375592.14,Indigo,payment risk
ASPLEAD0001941,2025-12-02,ASPDLR000822,Waterproofing,new,2806751.97,Indigo,contractor controls decision
ASPLEAD0001942,03/26/2026,ASPDLR000553,Builder project,quoted,2863093.25,JSW,contractor controls decision
ASPLEAD0001943,2024-09-29,ASPDLR000247,Apartment repaint,new,2751307.08,None,price high
ASPLEAD0001944,24/08/2025,ASPDLR000477,Apartment repaint,lost,1303154.49,JSW,payment risk
ASPLEAD0001945,2025-07-27,ASPDLR000866,Commercial,lost,669455.93,JSW,payment risk
ASPLEAD0001946,2024-10-03,ASPDLR000200,Villa,stalled,1379413.06,Berger,price high
ASPLEAD0001947,2026-03-07,ASPDLR000801,Villa,won,454828.46,None,contractor controls decision
ASPLEAD0001948,15-Aug-24,ASPDLR000134,Apartment repaint,site visit,237035.10,JSW,dealer asked extra margin
ASPLEAD0001949,2024-12-14,ASPDLR000504,Villa,stalled,1101986.12,unknown,dealer asked extra margin
ASPLEAD0001950,2024-12-17,ASPDLR000227,Waterproofing,lost,1006455.47,Nerolac,price high
ASPLEAD0001951,2024-09-07,ASPDLR000657,Apartment repaint,site visit,1761005.84,None,price high
ASPLEAD0001952,2025-09-08,ASPDLR000454,Builder project,won,1366237.78,unknown,payment risk
ASPLEAD0001953,2024-09-18,ASPDLR000823,Waterproofing,lost,275497.04,Local,contractor controls decision
ASPLEAD0001954,2024-10-24,ASPDLR000718,Villa,won,808482.16,JSW,dealer asked extra margin
ASPLEAD0001955,07/12/2025,ASPDLR000608,Beautiful Homes,quoted,1587353.17,unknown,contractor controls decision
ASPLEAD0001956,03/11/2025,ASPDLR000366,Waterproofing,won,1189949.78,Nerolac,dealer asked extra margin
ASPLEAD0001957,2025-03-07,ASPDLR000275,Apartment repaint,stalled,189297.37,None,
ASPLEAD0001958,2024-06-24,ASPDLR000790,Apartment repaint,site visit,1038356.33,Indigo,dealer asked extra margin
ASPLEAD0001959,2025-05-30,ASPDLR000747,Beautiful Homes,stalled,626056.02,JSW,dealer asked extra margin
ASPLEAD0001960,2025-09-04,ASPDLR000860,Beautiful Homes,lost,1953956.30,Berger,dealer asked extra margin
ASPLEAD0001961,2025-02-03,ASPDLR000677,Waterproofing,lost,2597084.67,Indigo,
ASPLEAD0001962,2025-10-12,ASPDLR000781,Villa,quoted,624881.02,Indigo,
ASPLEAD0001963,2024-10-24,ASPDLR000859,Beautiful Homes,stalled,1477603.19,Berger,price high
ASPLEAD0001964,2025-07-04,ASPDLR000514,Villa,stalled,2963015.04,JSW,contractor controls decision
ASPLEAD0001965,2024-04-08,ASPDLR000064,Apartment repaint,quoted,1841925.91,Local,price high
ASPLEAD0001966,2025-06-11,ASPDLR000990,Villa,quoted,596440.80,JSW,price high
ASPLEAD0001967,24/05/2025,ASPDLR000301,Commercial,quoted,2668225.54,JSW,payment risk
ASPLEAD0001968,10/07/2024,ASPDLR000832,Apartment repaint,lost,1783016.25,Local,payment risk
ASPLEAD0001969,2024-11-16,ASPDLR000747,Builder project,lost,54204.44,Nerolac,dealer asked extra margin
ASPLEAD0001970,08/04/2024,ASPDLR000700,Beautiful Homes,new,2942557.63,Local,
ASPLEAD0001971,2025-04-07,ASPDLR000719,Beautiful Homes,new,1913013.84,Indigo,
ASPLEAD0001972,17/06/2024,ASPDLR000788,Builder project,stalled,756787.19,Local,contractor controls decision
ASPLEAD0001973,2024-06-13,ASPDLR000842,Villa,site visit,1314532.39,JSW,payment risk
ASPLEAD0001974,08/13/2024,ASPDLR000337,Villa,new,1472703.27,unknown,contractor controls decision
ASPLEAD0001975,2025-11-17,ASPDLR000637,Waterproofing,lost,1221542.05,unknown,contractor controls decision
ASPLEAD0001976,2024-06-01,ASPDLR000949,Villa,stalled,1633607.51,unknown,
ASPLEAD0001977,2025-10-10,ASPDLR000985,Apartment repaint,quoted,1445185.81,JSW,
ASPLEAD0001978,2025-09-03,ASPDLR000114,Commercial,quoted,1515893.77,Indigo,price high
ASPLEAD0001979,2026-03-19,ASPDLR000680,Builder project,quoted,1130836.84,unknown,
ASPLEAD0001980,05/18/2025,ASPDLR000451,Builder project,stalled,2259011.20,JSW,dealer asked extra margin
ASPLEAD0001981,2025-10-18,ASPDLR000974,Builder project,stalled,2075082.66,Nerolac,contractor controls decision
ASPLEAD0001982,2024-09-03,ASPDLR000225,Beautiful Homes,quoted,2998561.84,None,
ASPLEAD0001983,02/02/2026,ASPDLR000127,Beautiful Homes,won,545124.49,Berger,contractor controls decision
ASPLEAD0001984,27/08/2024,ASPDLR000681,Commercial,stalled,1527643.91,None,payment risk
ASPLEAD0001985,2024-07-19,ASPDLR000458,Apartment repaint,lost,645486.57,unknown,
ASPLEAD0001986,2025-11-07,ASPDLR000008,Beautiful Homes,won,1382168.17,None,price high
ASPLEAD0001987,2024-08-09,ASPDLR000732,Commercial,won,900450.42,unknown,price high
ASPLEAD0001988,01/11/2026,ASPDLR000373,Villa,new,2726484.60,Berger,payment risk
ASPLEAD0001989,03/09/2024,ASPDLR000334,Builder project,quoted,478222.24,JSW,
ASPLEAD0001990,2025-08-20,ASPDLR000176,Beautiful Homes,won,1399765.66,Nerolac,dealer asked extra margin
ASPLEAD0001991,2025-11-08,ASPDLR000373,Apartment repaint,lost,2331527.63,JSW,payment risk
